Code,일련번호,품번,시험일자,운용월,Dataset,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
C,SN_O_2432,P12345,2023-09-01,118,Overhaul,101.0375,99.2511,103.2531,101.5745,101.4329,100.9114,102.0492,100.1225,100.0276,99.7463,100.2594,98.6499,98.9816,99.0692,102.0567,99.3931,101.3513,96.7156,103.4975,98.3167,96.0148,101.5901,96.7439,93.4169,92.8465,98.3458,97.5096
C,SN_O_8630,P12345,2023-09-01,127,Overhaul,102.9913,100.0805,99.9608,98.7644,104.4787,102.2657,100.7332,98.8219,99.4122,103.1649,100.5395,99.8905,98.7021,99.1379,100.5712,99.4164,100.372,102.3423,104.1818,100.2105,98.1294,104.6773,92.7594,95.6651,91.0399,97.3264,91.8548
C,SN_O_2839,P12345,2023-09-01,113,Overhaul,99.2267,99.3537,97.773,100.561,100.171,101.1974,102.0519,95.1232,99.9536,97.4463,104.7363,103.2628,102.6911,101.7636,100.153,101.2284,98.6096,96.474,98.6212,97.3782,97.2409,102.7635,92.7875,98.3784,101.7075,99.7369,95.6171
C,SN_O_7675,P12345,2023-09-01,108,Overhaul,101.7727,100.7488,100.6093,101.2448,99.9238,101.3086,97.9471,100.5403,103.0525,97.4652,99.0466,99.5167,101.8104,99.128,101.2476,99.0845,102.8112,97.9289,99.5686,98.3519,100.1907,97.1975,98.5306,95.8029,91.1349,97.5756,101.1853
C,SN_O_9897,P12345,2023-09-01,132,Overhaul,101.1908,100.5301,97.8088,99.3439,98.5906,101.3159,101.8323,99.9873,96.8776,102.3138,99.9886,94.0541,100.039,102.5758,99.7881,97.2581,98.1566,101.9413,98.4877,101.4191,103.7409,100.4705,95.5828,89.6619,96.4709,97.4751,103.3528
C,SN_O_8500,P12345,2023-09-01,122,Overhaul,99.8508,96.8774,101.0054,99.3807,97.1203,96.748,100.6357,100.7267,99.1216,101.0311,96.8777,100.3871,100.3168,98.4772,100.9943,99.9606,96.4368,97.8087,98.7356,99.416,102.2131,97.1317,96.2817,90.0654,93.396,96.8513,96.6598
C,SN_O_5897,P12345,2023-09-01,111,Overhaul,100.439,97.2137,101.3035,101.4885,100.8962,103.2533,97.6316,99.4211,101.7959,101.3635,97.7249,96.4486,97.5764,99.9945,100.2841,98.5114,98.902,100.7606,101.7489,100.537,104.6768,101.0823,93.3786,92.3109,98.8666,100.2016,102.3773
C,SN_O_6807,P12345,2023-09-01,118,Overhaul,100.5271,101.5946,99.531,101.0217,102.3547,102.672,101.598,99.3828,101.9382,100.3905,100.8602,96.7366,100.8383,101.5617,98.0461,102.0017,99.2292,103.9352,99.3424,100.2959,96.5185,100.2324,95.6674,95.601,91.2375,96.1301,98.345
C,SN_O_4835,P12345,2023-09-01,126,Overhaul,97.4506,101.7147,95.9665,101.4832,98.3176,101.2811,96.4654,98.903,100.4016,99.8886,99.0643,101.3592,97.9328,103.82,98.6638,100.2238,99.5029,99.0513,98.4452,100.8663,100.5615,98.1711,94.3558,96.8738,94.3695,104.6603,96.7383
C,SN_O_3649,P12345,2023-09-01,115,Overhaul,101.8902,103.0025,98.6289,100.517,99.1972,102.096,100.36,101.4044,98.6955,98.7055,96.6656,100.2352,102.884,97.2517,103.1087,99.8669,98.2612,103.1122,97.1062,99.958,98.9327,104.5477,94.6345,97.8113,94.5296,101.0241,102.6065
C,SN_O_7589,P12345,2023-09-01,129,Overhaul,99.5597,98.5675,103.4712,100.9523,99.4134,103.7823,96.9702,102.5374,101.6185,103.3962,97.3307,99.421,99.8,99.1667,98.258,102.2582,98.1706,98.2054,97.9487,101.5769,97.8697,97.0983,92.0967,94.7647,95.7805,94.656,96.9283
C,SN_O_5825,P12345,2023-09-01,127,Overhaul,102.7581,100.5134,98.4013,100.9093,101.2551,103.2818,100.6744,98.4697,101.4663,100.5455,106.3963,98.1976,96.3184,102.4412,102.8843,98.1666,103.3395,100.1654,101.2071,97.6522,101.6595,101.5832,88.3234,88.6306,98.5835,93.1561,98.6229
C,SN_O_1884,P12345,2023-09-01,116,Overhaul,100.0195,98.212,101.5351,100.7137,100.2689,102.5143,97.4691,100.6591,102.86,98.6932,98.8884,100.0239,101.5977,99.3784,98.0339,100.5359,101.4525,105.0722,102.1891,96.765,99.7953,101.1108,90.8614,94.0031,103.2087,96.8649,100.4289
C,SN_O_2413,P12345,2023-09-01,114,Overhaul,101.2769,98.8251,99.2333,100.799,100.3084,101.5116,100.9385,100.9537,99.9347,101.581,100.0694,99.4195,101.4107,98.2327,100.2253,96.8462,100.0874,99.1312,101.5448,102.4355,99.9606,100.2919,92.6538,93.0916,94.1635,93.3264,92.4785
C,SN_O_1881,P12345,2023-09-01,111,Overhaul,99.3435,100.1537,100.8172,102.4303,100.3008,99.5519,100.4654,102.5494,99.3643,99.0124,99.0197,101.1881,97.5884,101.5615,99.4001,99.5834,103.6107,102.0843,97.7956,97.3533,102.8185,97.8011,97.7313,101.2544,107.3662,102.1882,101.2016
C,SN_O_5619,P12345,2023-09-01,128,Overhaul,98.067,99.5415,98.4877,98.3572,102.4083,99.9202,99.8134,97.6629,97.7501,99.5032,103.1141,100.8779,100.7381,99.3683,102.805,101.1166,100.8039,96.4235,98.8191,99.3946,101.1007,98.0228,95.0302,88.8317,97.5857,94.986,97.8491
C,SN_O_5316,P12345,2023-09-01,116,Overhaul,99.5898,100.1859,99.6712,98.5778,101.131,97.0445,103.9634,102.7062,98.8233,101.2712,99.4582,100.8127,98.8373,97.7084,98.5873,101.3253,102.4413,102.5202,97.8965,95.9762,99.2631,101.3467,94.4296,95.5452,99.3898,97.4107,99.0114
C,SN_O_4708,P12345,2023-09-01,125,Overhaul,98.1183,99.4846,97.0818,98.1704,100.3344,97.5862,99.2695,97.9463,100.3182,102.1872,98.5306,98.8638,98.1836,100.5048,96.0916,97.6086,100.0561,100.4797,99.7325,99.0911,99.5413,97.969,98.7708,91.3317,97.0379,99.5009,100.3962
C,SN_O_1113,P12345,2023-09-01,116,Overhaul,100.5877,97.5581,101.3809,94.598,98.4386,96.8221,99.769,99.3454,100.2019,100.009,101.6256,105.7235,99.0765,99.8108,101.8201,101.6041,99.8331,99.6256,96.173,100.6297,96.3069,102.2464,94.7243,90.5833,93.6798,99.0833,100.5296
C,SN_O_2152,P12345,2023-09-01,120,Overhaul,99.929,100.6647,99.3677,99.0137,101.8072,99.6706,100.8508,100.6225,97.1499,100.3819,103.9442,102.8015,97.4645,102.4509,99.4599,100.1425,97.5525,100.3522,98.0833,97.1319,100.5334,99.7221,94.1738,98.0191,95.7626,102.3538,99.203
C,SN_O_6982,P12345,2023-09-01,127,Overhaul,97.1114,98.7794,101.1007,101.3867,100.9077,99.1657,95.3424,100.5505,100.9583,102.1591,99.1085,97.7467,98.9517,98.1405,103.9602,101.889,101.2597,97.9342,100.4851,102.2984,97.5801,100.1607,94.8894,86.451,92.3034,103.6059,97.1141
C,SN_O_6778,P12345,2023-09-01,122,Overhaul,106.4983,99.432,99.8441,100.5713,99.3735,98.8388,100.4894,99.4718,102.7114,97.5274,99.2969,101.3546,99.949,100.5836,97.9109,101.0605,97.1271,100.3923,100.7772,100.9067,101.2946,92.5039,94.0027,95.1873,101.4361,101.1853,94.065
C,SN_O_9279,P12345,2023-09-01,126,Overhaul,102.6528,99.7596,99.7301,100.4956,98.977,102.4826,100.9504,101.1398,102.3178,99.7737,97.8245,99.2546,99.5071,100.4641,99.1783,99.6778,100.0545,97.2961,101.2104,95.4572,101.1561,97.5705,99.5485,95.8858,96.2531,102.8093,97.1201
C,SN_O_2943,P12345,2023-09-01,115,Overhaul,98.1347,99.2703,100.1895,98.4729,99.9731,101.3589,98.1403,99.6145,101.1834,97.7156,101.2732,100.6634,104.3571,102.5937,102.2445,95.1811,100.593,98.8372,102.4395,100.5705,103.6642,98.1762,90.9817,94.4213,92.6977,96.9013,101.0664
C,SN_O_3454,P12345,2023-09-01,126,Overhaul,102.5894,100.7382,102.3788,99.2561,99.5351,101.7401,96.5353,102.0314,99.9352,98.0441,99.2682,102.033,101.9581,98.2496,96.6193,101.2594,97.4223,99.6941,100.1876,99.4037,97.6683,98.3861,94.4381,93.3991,97.9646,98.4719,99.2295
C,SN_O_4380,P12345,2023-09-01,114,Overhaul,102.8421,99.4757,101.488,100.9804,96.1374,98.3813,98.2818,100.8484,98.5958,102.2991,97.6806,101.1728,101.8918,102.7686,99.5542,97.3562,101.188,97.9332,102.39,99.3436,101.8205,102.1877,98.4251,103.1814,97.2169,95.1966,100.902
C,SN_O_5674,P12345,2023-09-01,119,Overhaul,100.0668,100.5284,101.461,99.8056,98.2154,98.7292,98.6569,102.2201,100.4645,97.8862,97.9329,98.7477,99.9103,99.0657,100.1424,100.9351,99.324,99.8992,98.6313,100.67,100.9779,94.2987,95.0767,95.9957,95.7148,101.3965,96.351
C,SN_O_3035,P12345,2023-09-01,121,Overhaul,99.886,102.2522,101.5229,102.6243,98.832,104.4063,100.9214,98.2445,99.3042,99.8149,99.2132,100.5674,101.3491,101.0396,101.1724,98.7145,103.7828,101.219,98.7286,101.4422,99.8049,99.8903,93.5799,96.2955,99.5264,98.2149,95.8164
C,SN_O_7553,P12345,2023-09-01,131,Overhaul,102.0309,99.9352,103.0816,97.9984,97.8737,97.5908,102.4865,103.7867,100.4102,100.216,100.7727,97.8785,100.6242,98.4929,97.0167,98.1458,100.619,99.4457,101.9424,100.315,99.7785,95.4114,93.6561,92.9812,97.648,103.2824,102.9476
C,SN_O_7364,P12345,2023-09-01,124,Overhaul,101.7798,96.9565,100.8335,99.4356,100.9568,100.0142,101.772,98.7976,102.4948,98.4404,98.1682,101.1195,100.7823,99.3843,98.8646,98.7686,101.163,97.6673,101.8918,102.9793,100.6975,100.2104,94.8142,94.9582,98.9139,99.7694,96.2608
C,SN_O_1597,P12345,2023-09-01,126,Overhaul,99.2831,99.7549,100.1859,99.4741,96.5377,100.1997,97.7679,99.8629,100.7925,100.0815,98.1989,97.2743,102.9963,100.9722,99.3204,96.3551,101.4155,99.2071,100.7793,97.6667,98.3288,97.6497,87.6194,97.1125,97.9881,95.7902,100.7044
C,SN_O_6393,P12345,2023-09-01,108,Overhaul,97.8231,101.6988,99.4756,97.6233,101.5304,104.0341,97.4192,100.1034,99.2429,96.7104,100.7834,99.9151,103.6096,97.7287,98.2284,101.7152,97.772,98.6069,101.3013,98.5584,99.6725,99.9403,90.6683,94.8958,95.9683,94.0826,101.2316
C,SN_O_8785,P12345,2023-09-01,132,Overhaul,102.6511,104.4681,104.0058,99.8544,98.8046,97.3906,101.6853,99.4928,104.6744,100.0645,101.7133,96.9923,99.9519,103.6652,101.7651,101.3414,99.3977,97.742,99.5982,100.1989,100.3377,96.4983,90.9981,97.0363,98.1106,94.8429,99.053
C,SN_O_8214,P12345,2023-09-01,125,Overhaul,99.6641,100.9087,100.1781,96.4563,101.223,98.6418,102.8898,98.4683,97.8962,106.0177,100.0463,100.2277,101.8352,99.4042,101.7299,98.9142,99.7701,100.6201,99.9613,101.6111,100.4794,98.8731,93.961,96.0087,94.4169,100.2644,96.6857
C,SN_O_5669,P12345,2023-09-01,125,Overhaul,102.0315,100.9093,101.3407,96.8173,99.2847,101.6367,95.0585,96.0818,97.5109,99.9882,104.4134,98.278,96.7618,96.6705,98.2555,97.4543,99.0089,100.2751,99.7678,104.2074,99.3654,100.8671,97.132,93.7432,93.2367,97.5042,94.4333
C,SN_O_7621,P12345,2023-09-01,108,Overhaul,99.078,101.4125,98.4967,99.456,96.7899,99.9144,99.2197,101.7515,99.3125,103.186,96.2342,101.8782,104.6496,99.3544,100.8166,103.0038,98.0347,97.7351,97.216,98.9444,102.0767,102.4988,97.2634,95.148,97.5819,94.1975,98.5977
C,SN_O_4785,P12345,2023-09-01,131,Overhaul,100.808,100.6069,97.7411,98.9039,97.1338,96.3129,98.4756,98.359,98.6031,97.0176,102.614,97.8727,100.3761,98.455,103.5956,99.8872,96.2365,100.5185,100.8538,101.2394,99.4736,96.1352,92.5195,92.9056,97.4673,100.9916,99.3111
C,SN_O_3425,P12345,2023-09-01,109,Overhaul,99.7331,99.5297,97.7134,99.5645,98.756,102.7648,97.9936,100.6022,100.5082,96.6544,97.938,100.9507,100.8534,101.7238,101.9025,100.4415,103.3731,100.3776,103.404,97.855,99.2989,101.8722,98.7098,104.0099,93.0517,94.5903,103.3042
C,SN_O_7287,P12345,2023-09-01,118,Overhaul,100.5337,99.0569,98.447,106.5728,102.6015,99.837,99.6111,96.3408,100.1088,101.7255,102.1473,103.1768,100.3038,103.4668,99.2845,99.5502,100.5797,97.9407,100.1416,100.924,99.9887,97.0346,89.7025,96.3919,96.5022,98.937,96.464
C,SN_O_4596,P12345,2023-09-01,113,Overhaul,98.3229,99.7566,103.6175,99.0885,100.6905,99.4543,99.5246,100.4078,97.1266,100.6376,101.2506,100.3215,102.7357,97.6105,101.1127,103.8038,101.3154,98.668,102.5868,103.1432,96.9873,97.9667,99.0318,96.5669,97.2313,98.6303,97.2462
C,SN_O_2981,P12345,2023-09-01,128,Overhaul,101.7669,97.1069,101.2854,98.6515,100.889,102.2218,102.6405,98.8326,100.8667,101.3035,100.6104,100.7378,97.064,100.225,101.2886,98.9382,102.3391,100.4763,100.4754,98.8624,100.98,101.3732,93.58,94.1011,92.8126,97.8919,97.2597
C,SN_O_1602,P12345,2023-09-01,115,Overhaul,101.6499,100.5041,101.5811,100.6753,101.4913,96.9053,99.792,101.3396,100.4819,97.433,96.0766,100.4021,102.2879,101.3546,101.7981,97.9964,98.6579,97.3222,100.6599,101.9153,103.9795,95.4618,93.1267,96.0156,94.3495,97.7628,97.255
C,SN_O_4534,P12345,2023-09-01,131,Overhaul,101.7823,100.8158,97.7045,100.9402,101.2292,100.2289,99.8222,98.7781,100.1232,103.3106,102.043,98.9693,100.9067,100.9346,99.786,100.1856,101.4335,102.0098,99.3155,99.1952,100.7805,100.4435,92.8487,98.6632,97.0082,97.166,99.9847
C,SN_O_7026,P12345,2023-09-01,124,Overhaul,101.5367,101.8013,100.8928,99.7921,101.464,98.1234,100.0047,101.2551,101.7223,99.8302,102.7393,100.7501,97.2818,101.3975,101.7701,100.9742,98.7935,99.2106,103.7792,102.0114,101.117,100.6287,96.1592,92.9635,94.9924,98.3486,100.0271
C,SN_O_2262,P12345,2023-09-01,112,Overhaul,101.3555,97.6256,100.4666,98.524,98.7292,98.4167,101.1285,99.4885,99.9396,103.3453,105.3281,101.3907,95.9071,97.8152,98.6004,96.7895,99.3963,101.6215,98.9858,100.3917,99.3485,104.4479,96.2672,97.0865,99.9462,102.2624,96.7138
C,SN_O_3798,P12345,2023-09-01,120,Overhaul,98.1904,97.6016,100.8538,99.1848,101.589,99.9453,102.1422,99.9542,100.5236,100.5238,101.0642,103.1977,99.6509,100.209,101.744,99.9465,100.978,101.0786,97.9506,101.8792,98.5164,98.5506,91.5825,91.2084,94.9078,101.7552,100.9115
C,SN_O_9747,P12345,2023-09-01,130,Overhaul,100.4054,99.7552,101.9901,99.5592,100.0065,100.1062,98.5654,103.6509,98.8296,97.6202,101.4821,100.5856,99.1575,100.1843,100.4916,103.6509,97.8939,101.0769,101.9096,99.6811,98.7995,97.2054,90.8855,96.0991,98.6564,94.5424,96.835
C,SN_O_5804,P12345,2023-09-01,113,Overhaul,100.8596,97.3839,97.5236,100.2302,103.1467,101.2336,99.9352,99.2532,101.4064,97.0955,97.888,102.4318,102.4374,100.2148,100.8487,101.9574,97.3136,94.0325,98.3122,94.8314,99.1128,99.2821,97.3373,96.296,98.647,93.7604,96.2407
C,SN_O_4906,P12345,2023-09-01,132,Overhaul,101.1826,102.1409,100.5114,100.693,99.1951,102.0381,98.0536,97.6518,102.2119,98.6898,99.8113,101.1971,100.829,98.552,99.9105,101.3967,94.02,98.9081,103.9499,100.252,98.5795,104.0265,91.1579,98.4746,95.7716,97.8864,95.7264
C,SN_O_6844,P12345,2023-09-01,130,Overhaul,97.768,102.0509,100.9319,101.1106,101.8657,100.8367,102.0758,100.0197,102.4592,101.6704,103.3737,98.0703,104.5109,97.7628,99.1834,99.2364,101.4192,100.1517,96.2897,102.5284,99.0057,101.6252,90.0162,93.0793,97.6445,93.682,103.8276
C,SN_O_5947,P12345,2023-09-01,121,Overhaul,99.2133,101.5296,99.3714,101.0542,100.4673,96.9134,101.6543,101.2471,97.8315,100.6836,101.1238,97.6647,99.6087,101.5182,100.2468,98.4678,96.4042,98.023,96.917,101.4472,98.9606,102.1946,90.7839,88.9196,95.5016,98.7222,95.245
C,SN_O_5191,P12345,2023-09-01,123,Overhaul,99.3616,100.7554,99.5729,101.3082,101.2755,100.4001,97.9878,98.2285,98.3609,100.3525,100.6261,100.1109,100.2013,100.2124,101.709,97.3049,102.1498,99.7402,101.8306,100.4153,101.5487,98.4539,89.8797,93.2572,95.2838,99.7808,97.579
C,SN_O_2740,P12345,2023-09-01,111,Overhaul,100.5798,99.3939,101.1189,99.4932,97.7194,101.5659,100.6153,98.9473,100.1283,100.6334,100.4731,99.3326,102.6122,98.695,99.6524,98.056,100.5127,100.1918,100.1766,102.1892,100.4716,97.9116,92.9774,96.2115,94.183,102.3605,100.7224
C,SN_O_8059,P12345,2023-09-01,109,Overhaul,95.7301,103.5723,101.1337,97.8093,102.1865,99.4416,98.0338,100.4294,95.5238,100.1673,101.2842,98.45,101.6355,99.0517,99.3175,98.5468,98.6545,102.7157,100.6934,101.9337,99.2247,102.2127,90.5709,92.5103,96.9162,98.4882,100.0718
C,SN_O_2031,P12345,2023-09-01,108,Overhaul,98.4134,102.1222,99.0223,99.9299,102.4454,100.5779,101.4953,99.6571,102.0661,99.6484,102.0645,100.4415,100.5395,102.459,100.7737,102.0818,100.8541,103.3961,101.6134,98.9746,100.4336,100.5681,91.8463,97.3367,98.0672,100.4338,100.9621
C,SN_O_5625,P12345,2023-09-01,129,Overhaul,98.7685,101.2749,97.619,95.8156,101.9374,98.0427,99.3343,101.673,98.2064,100.5858,99.8094,98.2192,98.8603,97.9011,99.933,100.4228,99.1461,99.2066,98.114,98.1305,101.8586,101.0239,95.6742,92.2668,92.0164,102.4706,96.2918
C,SN_O_6190,P12345,2023-09-01,119,Overhaul,101.3799,98.0138,102.5535,99.2743,104.449,102.9441,102.7451,97.8959,101.62,101.8391,97.5189,102.7225,102.3367,100.1045,99.2603,100.6447,101.1469,98.5797,103.0165,99.5776,100.8673,97.1071,87.5045,95.5173,95.3771,92.6631,98.0808
C,SN_O_4471,P12345,2023-09-01,109,Overhaul,100.1161,101.4907,99.4047,101.9398,98.297,98.2579,96.3221,97.5866,102.8528,101.6581,102.3778,99.2647,98.2329,99.1283,96.9458,100.079,98.1552,96.5676,101.5405,102.2606,97.2752,101.3123,94.3036,96.743,96.0687,99.2006,102.219
C,SN_O_7372,P12345,2023-09-01,112,Overhaul,101.5543,102.0634,102.6392,99.4725,100.2928,95.4958,99.1327,98.225,102.1388,99.6387,100.0205,98.4029,101.3221,99.9763,101.1482,99.6288,102.0102,101.2159,100.3385,98.6649,100.4632,102.286,94.7865,98.3357,100.3912,99.2378,94.7319
C,SN_O_8780,P12345,2023-09-01,129,Overhaul,99.3831,99.4121,98.2327,99.7843,100.9702,101.0264,99.506,105.3098,100.8671,101.4736,97.8461,99.5558,101.0408,101.3108,96.2387,102.2192,98.0022,101.1326,104.0625,101.8228,100.1144,101.404,92.4727,96.1843,91.901,99.7547,97.4954
C,SN_O_6451,P12345,2023-09-01,112,Overhaul,100.3599,97.7402,100.9935,98.1205,100.8619,98.6215,99.6801,100.3545,100.0023,98.987,95.5151,100.4407,103.4803,99.8699,94.9777,99.8073,98.232,101.6837,98.8444,97.5729,99.422,99.3707,91.5047,95.8904,96.137,95.4716,96.4273
C,SN_O_4413,P12345,2023-09-01,128,Overhaul,103.4441,98.6321,99.4085,98.8197,101.4889,101.4427,100.8376,98.0545,100.15,98.1645,97.7845,101.4577,99.721,96.4266,101.6047,97.2143,100.7893,102.6397,101.7309,101.2588,102.5651,101.5822,87.0115,96.7712,98.0813,94.3773,94.2435
C,SN_O_2364,P12345,2023-09-01,114,Overhaul,97.6154,99.7259,101.3728,98.3931,97.4702,97.897,99.5268,101.4321,97.3171,98.7906,100.991,102.1501,95.9523,98.7546,101.3889,98.7669,102.8733,96.3872,97.9764,101.5737,100.2184,99.1112,95.3929,93.8988,95.34,96.6161,99.7122
C,SN_O_1360,P12345,2023-09-01,126,Overhaul,100.3541,100.1015,100.9955,98.3159,99.97,101.229,96.7592,101.4793,100.7153,103.1978,100.2469,99.2662,98.6791,97.852,97.8009,101.9574,99.3316,97.8844,103.4218,99.3529,98.2286,102.7759,90.7485,93.826,95.7749,94.0281,97.0586
C,SN_O_9029,P12345,2023-09-01,123,Overhaul,97.9395,101.3487,99.369,98.2546,95.8852,94.1173,99.2628,98.4828,102.8189,101.7696,95.602,100.116,100.9318,100.351,97.91,100.8362,97.7806,98.2459,101.2374,99.6596,99.169,99.8305,90.9521,96.4928,96.4816,93.3716,99.1081
C,SN_O_5062,P12345,2023-09-01,117,Overhaul,100.3802,97.1598,100.3105,96.7528,99.5452,102.0309,101.4429,100.2613,100.2511,98.6424,98.1446,102.348,99.6194,102.5806,100.1789,102.1806,101.0117,100.0522,98.0309,99.0934,102.2568,97.6362,97.8977,95.1194,96.7861,93.3496,93.7375
C,SN_O_8257,P12345,2023-09-01,114,Overhaul,101.2617,101.7764,102.2186,97.9668,96.5073,99.9936,98.2146,103.126,95.8692,102.3444,102.9604,98.8885,100.469,100.3918,93.6356,100.5278,100.1376,97.2204,99.1126,99.9063,102.2242,100.4994,92.8809,92.4292,94.1795,92.4069,101.1468
C,SN_O_9259,P12345,2023-09-01,132,Overhaul,99.6899,98.5746,101.9504,98.5638,98.5905,100.0049,98.0908,100.7204,103.2977,101.7321,97.4071,103.7646,99.8064,100.4113,99.5302,98.1569,98.8539,101.571,102.3596,98.479,99.6968,101.1219,90.0799,98.6397,92.5004,95.7347,104.0932
C,SN_O_6878,P12345,2023-09-01,117,Overhaul,99.9548,100.8001,98.9367,102.848,100.0189,103.1039,98.6405,101.6132,97.3046,96.4432,101.9285,97.5288,98.5683,98.6302,99.319,95.7314,103.4723,104.3499,99.7359,98.9675,99.2325,100.5228,93.8283,90.9506,93.8041,99.5204,98.0284
C,SN_O_3493,P12345,2023-09-01,128,Overhaul,103.6897,101.7252,101.4433,98.4497,98.0678,99.1792,102.0069,96.0982,97.7043,98.1064,100.2918,100.5013,98.1919,98.4673,100.9759,100.3234,101.078,99.1569,101.5354,99.1701,102.7923,102.457,96.8941,97.1023,97.0826,104.221,97.348
C,SN_O_3187,P12345,2023-09-01,131,Overhaul,99.6667,98.3648,100.4601,101.0736,100.706,100.2603,98.9025,100.0122,99.5043,101.1714,99.8521,96.9762,102.7533,98.6515,101.9983,101.2013,101.0677,101.8036,98.4306,102.1503,100.7051,97.2802,96.4463,89.791,94.3164,97.5785,102.2545
C,SN_O_3219,P12345,2023-09-01,123,Overhaul,102.0591,100.0844,100.0072,97.0286,99.251,99.1559,100.1537,99.0687,98.5848,98.198,99.7924,98.1331,102.0423,102.8076,98.4803,104.8453,103.613,99.0681,99.2299,102.1388,101.2288,104.5191,93.4265,97.6313,91.9406,91.9162,94.8015
C,SN_O_9374,P12345,2023-09-01,109,Overhaul,100.4334,102.6058,100.5142,96.2545,102.2378,96.8902,103.9782,101.0489,102.3837,96.4647,103.2633,97.023,96.6881,99.4259,98.282,102.918,100.3649,101.1746,100.0592,101.9978,99.499,102.9437,91.3287,95.8271,98.1596,95.6042,105.0655
C,SN_O_6954,P12345,2023-09-01,109,Overhaul,97.8886,97.8585,101.912,101.456,99.5778,101.504,99.0414,95.0466,100.4434,100.3062,99.0566,100.4747,103.3034,98.0049,95.7486,98.0117,96.0037,101.8377,102.3882,98.3,98.2444,96.8943,100.2085,95.6721,93.8977,95.4259,96.2131
C,SN_O_1992,P12345,2023-09-01,115,Overhaul,99.5125,98.6725,97.3705,98.5797,96.6536,101.9862,100.3557,97.531,97.4944,100.144,100.9218,101.2057,97.669,98.8684,105.3883,98.5723,102.3972,98.7467,102.8209,97.0981,102.7989,99.2127,94.8979,88.1412,95.6366,97.6445,105.167
C,SN_O_4182,P12345,2023-09-01,123,Overhaul,102.4691,100.8395,97.5057,99.4043,100.2436,98.8345,101.1727,99.8098,100.4,100.9788,103.0095,100.765,99.7929,97.1743,98.6129,104.6512,98.8678,98.3612,100.6244,98.195,99.0954,101.7783,95.3749,97.4704,95.8153,100.4813,97.6085
C,SN_O_5705,P12345,2023-09-01,128,Overhaul,99.5482,102.3251,98.1192,99.1964,99.9972,101.2447,98.0073,98.5494,100.4467,102.8272,98.4268,100.5295,101.0405,97.1464,100.6808,100.9848,101.4174,102.309,100.809,97.7798,99.0189,100.332,91.3389,92.9288,99.1573,98.0698,97.1746
